correct_word,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,morpheme_breakdown,common_typos,typo_patterns,correction_rules,phonetic_rules,error_categories
पोषण,पो,पोष,पोषण,पोषण,पोषण,पोषण,प+ओ+ष+ण,"[""पोषण्"",""पोषण"",""पोषाण"",""पोषण"",""पोषहण"",""पोषणह"",""पोषं""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""ण→ं"",""vowel_elongation""]","[""halant_error"",""consonant_insertion""]","[""o→o"",""ʂ→ʂ"",""ɳ→ŋ""]","[""nasal_substitution"",""consonant_insertion"",""vowel_elongation""]"
पौवा,पौ,पौव,पौवा,पौवा,पौवा,पौवा,प+औ+व+आ,"[""पौवा्"",""पौवा"",""पौवाह"",""पौवा"",""पौहवा"",""पौवाह"",""पौवा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""sibilant_confusion""]","[""ɔ→ɔ"",""ʋ→ʋ"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
प्रकाश,प्रक,प्रका,प्रकाश,प्रकाश,प्रकाश,प्रकाश,प्+र+क+आ+श,"[""प्रकाश्"",""प्रकाश"",""प्रकाश"",""प्रकाहश"",""प्रकाशह"",""प्रकाश"",""प्रकाष""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""श→ष"",""consonant_cluster""]","[""halant_error"",""vowel_length""]","[""a→aː"",""k→k"",""ʃ→ʂ""]","[""sibilant_confusion"",""consonant_insertion"",""cluster_errors""]"
प्रकृति,प्रकृ,प्रकृत,प्रकृति,प्रकृति,प्रकृति,प्रकृति,प्+र+क+ऋ+त+इ,"[""प्रकृति्"",""प्रकृती"",""प्रकृति"",""प्रकृहति"",""प्रकृतिह"",""प्रकृती"",""प्रकृति""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""vowel_length"",""consonant_swap""]","[""halant_error"",""vowel_insertion""]","[""ɹ→ɹ"",""t̪→t̪"",""i→iː""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
प्रखर,प्रख,प्रखर,प्रखर,प्रखर,प्रखर,प्रखर,प्+र+ख+र,"[""प्रखर्"",""प्रखर"",""प्रखार"",""प्रखर"",""प्रखहर"",""प्रखरह"",""प्रख्र""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""retroflex_error""]","[""kʰ→kʰ"",""ɾ→ɦ"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
प्रगति,प्रग,प्रगत,प्रगति,प्रगति,प्रगति,प्रगति,प्+र+ग+त+इ,"[""प्रगति्"",""प्रगती"",""प्रगति"",""प्रगहति"",""प्रगतिह"",""प्रगती"",""प्रगटि""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""त→ट"",""vowel_length""]","[""halant_error"",""consonant_insertion""]","[""ɡ→ɡ"",""t̪→ʈ"",""i→iː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_length_errors""]"
प्रज्ञा,प्रज्,प्रज्ञ,प्रज्ञा,प्रज्ञा,प्रज्ञा,प्रज्ञा,प्+र+ज्+ञ+आ,"[""प्रज्ञा्"",""प्रज्ञा"",""प्रज्ञाह"",""प्रज्ञा"",""प्रज्ञा"",""प्रज्ञाह"",""प्रज्ञा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""vowel_repeat"",""consonant_repeat""]","[""halant_error"",""vowel_insertion""]","[""dʒ→dʒ"",""ɲ→ɲ"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
प्रणय,प्रण,प्रणय,प्रणय,प्रणय,प्रणय,प्रणय,प्+र+ण+य,"[""प्रणय्"",""प्रणय"",""प्रणाय"",""प्रणय"",""प्रणहय"",""प्रणयह"",""प्रणय""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_swap"",""vowel_elongation""]","[""halant_error"",""consonant_insertion""]","[""ɳ→ɳ"",""j→j"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
प्रदीप,प्रदी,प्रदीप,प्रदीप,प्रदीप,प्रदीप,प्रदीप,प्+र+द+ई+प,"[""प्रदीप्"",""प्रदीप"",""प्रदीप"",""प्रदीहप"",""प्रदीपह"",""प्रदीप"",""प्रदीप""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""vowel_insertion""]","[""iː→iː"",""d→d"",""p→p""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
प्रबल,प्रब,प्रबल,प्रबल,प्रबल,प्रबल,प्रबल,प्+र+ब+ल,"[""प्रबल्"",""प्रबल"",""प्रबाल"",""प्रबल"",""प्रबहल"",""प्रबलह"",""प्रब्ल""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""consonant_insertion""]","[""b→b"",""l→ɦ"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
प्रभाव,प्रभा,प्रभाव,प्रभाव,प्रभाव,प्रभाव,प्रभाव,प्+र+भ+आ+व,"[""प्रभाव्"",""प्रभाव"",""प्रभाव"",""प्रभाहव"",""प्रभावह"",""प्रभाव"",""प्रभाव""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""consonant_insertion""]","[""a→aː"",""bʱ→bʱ"",""ʋ→ʋ""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
प्रयास,प्रया,प्रयास,प्रयास,प्रयास,प्रयास,प्रयास,प्+र+य+आ+स,"[""प्रयास्"",""प्रयास"",""प्रयास"",""प्रयाहस"",""प्रयासह"",""प्रयास"",""प्रयास""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""a→aː"",""j→j"",""s→s""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
प्रीति,प्री,प्रीति,प्रीति,प्रीति,प्रीति,प्रीति,प्+र+ई+त+इ,"[""प्रीति्"",""प्रीती"",""प्रीति"",""प्रीहति"",""प्रीतिह"",""प्रीती"",""प्रीटि""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""त→ट"",""vowel_length""]","[""halant_error"",""consonant_insertion""]","[""iː→iː"",""t̪→ʈ"",""i→iː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_length_errors""]"
प्रेम,प्रे,प्रेम,प्रेम,प्रेम,प्रेम,प्रेम,प्+र+ए+म,"[""प्रेम्"",""प्रेम"",""प्रेम"",""प्रेहम"",""प्रेमह"",""प्रेम"",""प्रेम""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""vowel_length""]","[""e→e"",""m→m"",""p→p""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
फटिक,फट,फटि,फटिक,फटिक,फटिक,फटिक,फ+ट+इ+क,"[""फटिक्"",""फटिक"",""फटीक"",""फटिक"",""फटहिक"",""फटिकह"",""फटिक""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""vowel_length"",""consonant_swap""]","[""halant_error"",""lateral_confusion""]","[""i→iː"",""ʈ→ʈ"",""k→k""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
फूल,फू,फूल,फूल,फूल,फूल,फूल,फ+ऊ+ल,"[""फूल्"",""फूल"",""फूल"",""फूहल"",""फूलह"",""फूल"",""फूळ""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""ल→ळ"",""vowel_repeat""]","[""halant_error"",""vowel_insertion""]","[""uː→uː"",""l→ɭ"",""pʰ→pʰ""]","[""lateral_confusion"",""consonant_insertion"",""vowel_repetition""]"
बगल,बग,बगल,बगल,बगल,बगल,बगल,ब+ग+ल,"[""बगल्"",""बगल"",""बगाल"",""बगल"",""बगहल"",""बगलह"",""बग्ल""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""retroflex_error""]","[""ɡ→ɡ"",""l→ɦ"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
बगान,बग,बगा,बगान,बगान,बगान,बगान,ब+ग+आ+न,"[""बगान्"",""बगान"",""बगान"",""बगाहान"",""बगानह"",""बगाण"",""बगान""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""न→ण"",""vowel_repeat""]","[""nasal_confusion"",""halant_error""]","[""a→aː"",""ɡ→ɡ"",""n→ɳ""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
बगैँचा,बग,बगै,बगैँ,बगैँच,बगैँचा,बगैँचा,ब+ग+ऐ+ँ+च+आ,"[""बगैंचा"",""बगैँचा्"",""बगैँचा"",""बगैँहचा"",""बगैँचाह"",""बगैंचा"",""बगैँचा""]","[""ँ→ं"",""add_halant"",""insert_consonant"",""suffix_addition"",""nasal_confusion"",""consonant_swap""]","[""halant_error"",""retroflex_error""]","[""ɛ→ɛ"",""tʃ→tʃ"",""a→aː""]","[""nasal_substitution"",""consonant_insertion"",""epenthesis""]"
बचत,बच,बचत,बचत,बचत,बचत,बचत,ब+च+त,"[""बचत्"",""बचत"",""बचात"",""बचत"",""बचहत"",""बचतह"",""बचट""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""त→ट"",""vowel_elongation""]","[""halant_error"",""retroflex_error""]","[""tʃ→tʃ"",""t̪→ʈ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
बचन,बच,बचन,बचन,बचन,बचन,बचन,ब+च+न,"[""बचन्"",""बचन"",""बचान"",""बचन"",""बचहन"",""बचनह"",""बचण""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""न→ण"",""vowel_elongation""]","[""halant_error"",""consonant_insertion""]","[""tʃ→tʃ"",""n→ɳ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
बटुवा,बट,बटु,बटुव,बटुवा,बटुवा,बटुवा,ब+ट+उ+व+आ,"[""बटुवा्"",""बटुवा"",""बटुवाह"",""बटुवा"",""बटुहवा"",""बटुवाह"",""बटुवा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""ʈ→ʈ"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
बर,बर,बर,बर,बर,बर,बर,ब+र,"[""बर्"",""बर"",""बार"",""बर"",""बहर"",""बरह"",""बर""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_swap"",""vowel_elongation""]","[""halant_error"",""lateral_confusion""]","[""ɾ→ɾ"",""a→aː"",""b→b""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
बहाल,बह,बहा,बहाल,बहाल,बहाल,बहाल,ब+ह+आ+ल,"[""बहाल्"",""बहाल"",""बहाल"",""बहाहल"",""बहालह"",""बहाल"",""बहाळ""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""ल→ळ"",""vowel_repeat""]","[""halant_error"",""lateral_confusion""]","[""a→aː"",""ɦ→ɦ"",""l→ɭ""]","[""lateral_confusion"",""consonant_insertion"",""vowel_repetition""]"
बाला,बा,बाल,बाला,बाला,बाला,बाला,ब+आ+ल+आ,"[""बाला्"",""बाला"",""बालाह"",""बाला"",""बाला"",""बालाह"",""बाळा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""ल→ळ"",""vowel_repeat""]","[""halant_error"",""vowel_length""]","[""a→aː"",""l→ɭ"",""a→aː""]","[""lateral_confusion"",""consonant_insertion"",""vowel_repetition""]"
बिगुल,बि,बिग,बिगु,बिगुल,बिगुल,बिगुल,ब+इ+ग+उ+ल,"[""बिगुल्"",""बिगूल"",""बिगुल"",""बिगहुल"",""बिगुलह"",""बिगूल"",""बिगुळ""]","[""add_halant"",""उ→ऊ"",""insert_consonant"",""suffix_addition"",""ल→ळ"",""vowel_length""]","[""halant_error"",""retroflex_error""]","[""i→i"",""u→uː"",""l→ɭ""]","[""vowel_length_errors"",""consonant_insertion"",""lateral_confusion""]"
बिपना,बि,बिप,बिपन,बिपना,बिपना,बिपना,ब+इ+प+न+आ,"[""बिपना्"",""बिपना"",""बिपनाह"",""बिपना"",""बिपहना"",""बिपनाह"",""बिपणा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""न→ण"",""vowel_repeat""]","[""halant_error"",""consonant_insertion""]","[""i→i"",""p→p"",""n→ɳ""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
बिरुवा,बिरु,बिरुव,बिरुवा,बिरुवा,बिरुवा,बिरुवा,ब+इ+र+उ+व+आ,"[""बिरुवा्"",""बिरुवा"",""बिरुवाह"",""बिरुवा"",""बिरुहवा"",""बिरुवाह"",""बिरुवा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""i→i"",""u→u"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
बिहानी,बिह,बिहान,बिहानी,बिहानी,बिहानी,बिहानी,ब+इ+ह+आ+न+ई,"[""बिहानी्"",""बिहानी"",""बिहानीह"",""बिहानी"",""बिहाहनी"",""बिहानीह"",""बिहाणी""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""न→ण"",""vowel_repeat""]","[""halant_error"",""nasal_confusion""]","[""i→i"",""a→aː"",""n→ɳ""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
भन्डार,भन्,भन्डा,भन्डार,भन्डार,भन्डार,भन्डार,भ+न्+ड+आ+र,"[""भन्डार्"",""भंडार"",""भन्डार"",""भन्ह्डार"",""भन्डारह"",""भंडार"",""भन्डार""]","[""add_halant"",""न्→ं"",""insert_consonant"",""suffix_addition"",""nasal_confusion"",""consonant_cluster""]","[""halant_error"",""consonant_insertion""]","[""n→n"",""ɖ→ɖ"",""a→aː""]","[""nasal_substitution"",""consonant_insertion"",""cluster_errors""]"
भरोसा,भर,भरो,भरोस,भरोसा,भरोसा,भरोसा,भ+र+ओ+स+आ,"[""भरोसा्"",""भरोसा"",""भरोसाह"",""भरोसा"",""भरोहसा"",""भरोसाह"",""भरोसा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""o→o"",""s→s"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
भवन,भव,भवन,भवन,भवन,भवन,भवन,भ+व+न,"[""भवन्"",""भवन"",""भवान"",""भवन"",""भवहन"",""भवनह"",""भवण""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""न→ण"",""vowel_elongation""]","[""halant_error"",""retroflex_error""]","[""ʋ→ʋ"",""n→ɳ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
भुवन,भु,भुव,भुवन,भुवन,भुवन,भुवन,भ+उ+व+न,"[""भुवन्"",""भुवन"",""भुवान"",""भुवन"",""भुवहन"",""भुवनह"",""भुवण""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""न→ण"",""vowel_elongation""]","[""halant_error"",""lateral_confusion""]","[""u→u"",""ʋ→ʋ"",""n→ɳ""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
भूगोल,भू,भूग,भूगो,भूगोल,भूगोल,भूगोल,भ+ऊ+ग+ओ+ल,"[""भूगोल्"",""भूगोल"",""भूगोल"",""भूगोहल"",""भूगोलह"",""भूगोल"",""भूगोळ""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""ल→ळ"",""vowel_repeat""]","[""halant_error"",""consonant_insertion""]","[""uː→uː"",""o→o"",""l→ɭ""]","[""lateral_confusion"",""consonant_insertion"",""vowel_repetition""]"
भूमिका,भू,भूम,भूमि,भूमिक,भूमिका,भूमिका,भ+ऊ+म+इ+क+आ,"[""भूमिका्"",""भूमिका"",""भूमिकाह"",""भूमिका"",""भूमिहका"",""भूमिकाह"",""भूमिका""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""vowel_insertion""]","[""uː→uː"",""i→i"",""k→k""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
मकल,मक,मकल,मकल,मकल,मकल,मकल,म+क+ल,"[""मकल्"",""मकल"",""मकाल"",""मकल"",""मकहल"",""मकलह"",""मक्ल""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""retroflex_error""]","[""k→k"",""l→ɦ"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
मखन,मख,मखन,मखन,मखन,मखन,मखन,म+ख+न,"[""मखन्"",""मखन"",""मखान"",""मखन"",""मखहन"",""मखनह"",""मखण""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""न→ण"",""vowel_elongation""]","[""halant_error"",""retroflex_error""]","[""kʰ→kʰ"",""n→ɳ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
मगन,मग,मगन,मगन,मगन,मगन,मगन,म+ग+न,"[""मगन्"",""मगन"",""मगान"",""मगन"",""मगहन"",""मगनह"",""मगण""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""न→ण"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""ɡ→ɡ"",""n→ɳ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
मंगल,मं,मंग,मंगल,मंगल,मंगल,मंगल,म+ङ+ग+ल,"[""मंगल्"",""मंगल"",""मंगाल"",""मंगल"",""मंगहल"",""मंगलह"",""मंग्ल""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""nasal_confusion""]","[""ŋ→ŋ"",""ɡ→ɡ"",""l→ɦ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
मञ्जरी,मञ्,मञ्ज,मञ्जर,मञ्जरी,मञ्जरी,मञ्जरी,म+ञ्+ज+र+ई,"[""मञ्जरी्"",""मंजरी"",""मञ्जरी"",""मञ्ह्जरी"",""मञ्जरीह"",""मंजरी"",""मञ्जरी""]","[""add_halant"",""ञ्→ं"",""insert_consonant"",""suffix_addition"",""nasal_confusion"",""consonant_cluster""]","[""halant_error"",""vowel_length""]","[""ɲ→ɲ"",""dʒ→dʒ"",""i→iː""]","[""nasal_substitution"",""consonant_insertion"",""cluster_errors""]"
मणि,मण,मणि,मणि,मणि,मणि,मणि,म+ण+इ,"[""मणि्"",""मणी"",""मणि"",""मणहि"",""मणिह"",""मणी"",""मणि""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""vowel_length"",""consonant_swap""]","[""halant_error"",""retroflex_error""]","[""i→iː"",""ɳ→ɳ"",""m→m""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
मदत,मद,मदत,मदत,मदत,मदत,मदत,म+द+त,"[""मदत्"",""मदत"",""मदात"",""मदत"",""मदहत"",""मदतह"",""मदट""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""त→ट"",""vowel_elongation""]","[""halant_error"",""retroflex_error""]","[""d→d"",""t̪→ʈ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
मदन,मद,मदन,मदन,मदन,मदन,मदन,म+द+न,"[""मदन्"",""मदन"",""मदान"",""मदन"",""मदहन"",""मदनह"",""मदण""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""न→ण"",""vowel_elongation""]","[""halant_error"",""vowel_length""]","[""d→d"",""n→ɳ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
मधु,मध,मधु,मधु,मधु,मधु,मधु,म+ध+उ,"[""मधु्"",""मधू"",""मधु"",""मधहु"",""मधुह"",""मधू"",""मधु""]","[""add_halant"",""उ→ऊ"",""insert_consonant"",""suffix_addition"",""vowel_length"",""consonant_swap""]","[""halant_error"",""retroflex_error""]","[""u→uː"",""dʱ→dʱ"",""m→m""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
मन,मन,मन,मन,मन,मन,मन,म+न,"[""मन्"",""मन"",""मान"",""मन"",""महन"",""मनह"",""मण""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""न→ण"",""vowel_elongation""]","[""halant_error"",""consonant_insertion""]","[""n→ɳ"",""a→aː"",""m→m""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
मनीषा,मनी,मनीष,मनीषा,मनीषा,मनीषा,मनीषा,म+न+ई+ष+आ,"[""मनीषा्"",""मनीषा"",""मनीषाह"",""मनीषा"",""मनीहषा"",""मनीषाह"",""मनीषा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""iː→iː"",""ʂ→ʂ"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
ममता,मम,ममता,ममता,ममता,ममता,ममता,म+म+त+आ,"[""ममता्"",""ममता"",""ममताह"",""ममता"",""ममहता"",""ममताह"",""ममटा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""त→ट"",""vowel_repeat""]","[""halant_error"",""consonant_insertion""]","[""m→m"",""t̪→ʈ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
मयूर,मयू,मयूर,मयूर,मयूर,मयूर,मयूर,म+य+ऊ+र,"[""मयूर्"",""मयूर"",""मयूर"",""मयूहर"",""मयूरह"",""मयूर"",""मयूर""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""vowel_insertion""]","[""uː→uː"",""j→j"",""ɾ→ɾ""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
मलम,मल,मलम,मलम,मलम,मलम,मलम,म+ल+म,"[""मलम्"",""मलम"",""मलाम"",""मलम"",""मलहम"",""मलमह"",""मल्म""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""lateral_confusion""]","[""l→l"",""m→m"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
मसला,मस,मसला,मसला,मसला,मसला,मसला,म+स+ल+आ,"[""मसला्"",""मसला"",""मसलाह"",""मसला"",""मसहला"",""मसलाह"",""मसळा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""ल→ळ"",""vowel_repeat""]","[""halant_error"",""vowel_insertion""]","[""s→s"",""l→ɭ"",""a→aː""]","[""lateral_confusion"",""consonant_insertion"",""vowel_repetition""]"
मह,मह,मह,मह,मह,मह,मह,म+ह,"[""मह्"",""मह"",""माह"",""मह"",""महह"",""महह"",""मह""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_swap"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""ɦ→ɦ"",""a→aː"",""m→m""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
महल,मह,महल,महल,महल,महल,महल,म+ह+ल,"[""महल्"",""महल"",""महाल"",""महल"",""महहल"",""महलह"",""मह्ल""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""consonant_insertion""]","[""ɦ→ɦ"",""l→ɦ"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
महिमा,मह,महि,महिम,महिमा,महिमा,महिमा,म+ह+इ+म+आ,"[""महिमा्"",""महिमा"",""महिमाह"",""महिमा"",""महिहमा"",""महिमाह"",""महिमा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""vowel_length""]","[""i→i"",""m→m"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
माणिक,मा,माण,माणि,माणिक,माणिक,माणिक,म+आ+ण+इ+क,"[""माणिक्"",""माणिक"",""माणीक"",""माणिक"",""माणिहक"",""माणिकह"",""माणिक""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""vowel_length"",""consonant_swap""]","[""halant_error"",""vowel_insertion""]","[""a→aː"",""i→iː"",""k→k""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
मानक,मा,मान,मानक,मानक,मानक,मानक,म+आ+न+क,"[""मानक्"",""मानक"",""मानाक"",""मानक"",""मानहक"",""मानकह"",""मानक""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""a→aː"",""n→n"",""k→k""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
मानव,मा,मान,मानव,मानव,मानव,मानव,म+आ+न+व,"[""मानव्"",""मानव"",""मानाव"",""मानव"",""मानहव"",""मानवह"",""मानव""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_swap"",""vowel_elongation""]","[""halant_error"",""vowel_length""]","[""a→aː"",""n→n"",""ʋ→ʋ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
मायालु,मा,माय,माया,मायाल,मायालु,मायालु,म+आ+य+आ+ल+उ,"[""मायालु्"",""मायालू"",""मायालु"",""मायाहलु"",""मायालुह"",""मायालू"",""मायाळु""]","[""add_halant"",""उ→ऊ"",""insert_consonant"",""suffix_addition"",""ल→ळ"",""vowel_length""]","[""halant_error"",""lateral_confusion""]","[""a→aː"",""u→uː"",""l→ɭ""]","[""vowel_length_errors"",""consonant_insertion"",""lateral_confusion""]"
माला,मा,माल,माला,माला,माला,माला,म+आ+ल+आ,"[""माला्"",""माला"",""मालाह"",""माला"",""माला"",""मालाह"",""माळा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""ल→ळ"",""vowel_repeat""]","[""halant_error"",""lateral_confusion""]","[""a→aː"",""l→ɭ"",""a→aː""]","[""lateral_confusion"",""consonant_insertion"",""vowel_repetition""]"
माली,मा,माल,माली,माली,माली,माली,म+आ+ल+ई,"[""माली्"",""माली"",""मालीह"",""माली"",""माली"",""मालीह"",""माळी""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""ल→ळ"",""vowel_repeat""]","[""halant_error"",""consonant_insertion""]","[""a→aː"",""l→ɭ"",""i→iː""]","[""lateral_confusion"",""consonant_insertion"",""vowel_repetition""]"
मिठास,मि,मिठ,मिठा,मिठास,मिठास,मिठास,म+इ+ठ+आ+स,"[""मिठास्"",""मिठास"",""मिठास"",""मिठाहस"",""मिठासह"",""मिठास"",""मिठास""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""i→i"",""a→aː"",""s→s""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
